file_id	file_name	case_id	case_submitter_id
b9af2959-1e58-4b5c-ac84-22de006abf5b	809fba2f-ed20-412a-b617-05151f460db8.wxs.aliquot_ensemble_masked.maf.gz	236ef9ca-9362-44f3-a36b-2a19509bab9d	TCGA-EB-A4OZ
8d913ab1-ef3b-44c2-add6-b9cd011c7ff4	8ff86e0f-b40c-4414-8137-117b993a231b.wxs.aliquot_ensemble_masked.maf.gz	197ac33e-d5df-40de-92f2-6ef7fe2ad6dd	TCGA-BF-A1PX
aa19ce0d-d188-4d83-baae-f0074c74aec2	f94fb582-5efa-4377-8144-d44a1f2f5588.wxs.aliquot_ensemble_masked.maf.gz	20ae4c90-ea2e-42e8-bc0e-f0e6be0dadeb	TCGA-D3-A2JN
7fabfb76-91d7-4921-9a90-850e4895be89	692b3569-4783-44d8-afaa-e833e2641bb5.wxs.aliquot_ensemble_masked.maf.gz	3409f118-1798-48d6-9556-12a5c77ebefb	TCGA-ER-A19D
75554d8d-cb8c-495b-9749-349731add27a	70805beb-cb0d-4d8e-a620-8fc270153cfb.wxs.aliquot_ensemble_masked.maf.gz	2f0661e5-5006-481e-9b40-7b1ec96eaa3c	TCGA-FS-A1ZJ
5c0189bf-db6c-4787-b97c-83505c585614	89f5375c-57b6-4c1a-a8d5-cf192a9c3c0f.wxs.aliquot_ensemble_masked.maf.gz	29476d6a-0d06-4a18-8910-c0502f6539ff	TCGA-D3-A1Q3
5ccfdfac-4a90-4a3a-8a00-e3c07b11265d	9abc9572-0b7c-451e-acee-5880987f2eee.wxs.aliquot_ensemble_masked.maf.gz	ec4c4296-6ab4-420c-80a4-e7a34b9bf4a2	TCGA-GN-A9SD
78e6a8e5-f9f5-4eed-866e-0fdad4af95ac	35cd4586-574d-4b17-929a-15cbfef113a6.wxs.aliquot_ensemble_masked.maf.gz	0153f141-625e-4623-9f8a-296678002c63	TCGA-D3-A3ML
0bd232fa-de0f-4819-a600-30f74f8c2573	9192d6ea-21cb-4789-b9ed-9119956bc16c.wxs.aliquot_ensemble_masked.maf.gz	49a6f6a6-bf6f-45cf-93dc-b006b4a0637d	TCGA-FS-A1ZW
239e5e8d-8b14-486c-9f94-6dc3064b8e59	62631bb1-1d89-419b-b22b-7a3a07799bd7.wxs.aliquot_ensemble_masked.maf.gz	2f5d8110-35c7-419f-8b35-bc3040f940f3	TCGA-W3-A825
44b2cec3-018f-4d0e-9977-e1286409155f	343a0128-8c5b-4007-a665-bbe5d77c624c.wxs.aliquot_ensemble_masked.maf.gz	320a2dca-ee07-4d14-a7b8-178636636880	TCGA-D3-A8GQ
2eb523ba-a6c3-4c31-918e-f10ac9d5e2a1	d5da5795-25da-4300-9e0a-f5938aeced1b.wxs.aliquot_ensemble_masked.maf.gz	41c4f51a-e908-42f9-9805-5cff5b12708c	TCGA-EE-A3JA
296a905f-e5e8-463e-a64d-b9dee11571e9	3a3681c2-09b4-47b9-8697-001dfbcc4cb5.wxs.aliquot_ensemble_masked.maf.gz	46801be1-f035-421f-aae4-81baf3bb8d40	TCGA-GF-A6C9
9e8fdef4-0e0f-4a1f-b4bb-a86ff9008fd3	13f136e9-d6c3-4e89-93a4-1fae0d9d9853.wxs.aliquot_ensemble_masked.maf.gz	41fcb9d3-9fb0-4625-98f4-1f564095ebc2	TCGA-ER-A19A
3ddf9aa0-80b7-4182-adee-68f7ffe463bf	d553bf46-8e83-4247-8e73-32dddda84e68.wxs.aliquot_ensemble_masked.maf.gz	436a0116-eada-4b8f-aafe-29eb7f3241c4	TCGA-FW-A3I3
349ea59e-e1a9-4809-8d07-727ab0485fdd	71afd7ca-1d08-4439-b7f5-036793b00986.wxs.aliquot_ensemble_masked.maf.gz	4811d530-ae99-4670-9f99-86996d667676	TCGA-EE-A29A
304281d0-42f9-48ee-a319-30dfb7a58447	5c8244ca-aa01-4553-9fa3-04dde09c0bc7.wxs.aliquot_ensemble_masked.maf.gz	44eb0daa-a3ed-4ab5-a3e8-91911bab0dea	TCGA-EB-A5SG
187ccbc7-0d31-4bea-bb49-6da15576a400	2045d62d-010b-4f44-9fd0-eb2a4e2e38f7.wxs.aliquot_ensemble_masked.maf.gz	4a2135bd-31ff-4564-9e87-1164b3422f61	TCGA-XV-A9VZ
d64ae313-9669-451e-98af-eb853839cfd2	3782f79b-5f37-460a-a06b-52d504e00796.wxs.aliquot_ensemble_masked.maf.gz	4a4f5ee9-b588-4357-b058-effbfb53e2c3	TCGA-EE-A2MS
9f3a52a0-ccdd-40b9-98e0-057b2c84fdeb	7b28d22c-2457-4982-8d1f-448ccb998304.wxs.aliquot_ensemble_masked.maf.gz	4a9e5dc0-6fc3-47e0-8470-dac16ce16da3	TCGA-W3-AA21
e246b9b9-ddac-46ce-baba-ed13871e8131	37788a7c-e382-4ce3-824d-97a04cf12f93.wxs.aliquot_ensemble_masked.maf.gz	4cdb18f5-47bf-475f-b34c-fa4912515268	TCGA-FS-A1ZP
dd8138f1-8220-4e84-9ea0-1df5af7535ad	5d13db23-0aca-4d9d-b372-b35fffa4182d.wxs.aliquot_ensemble_masked.maf.gz	4d22dce6-0f25-44ee-89e7-5b5ee2ee9799	TCGA-FS-A4F2
