run_accession	Acidobacteriota	Actinomycetota	Aquificota	Armatimonadota	Artverviricota	Atribacterota	Bacillota	Bacteroidota	Balneolota	Bdellovibrionota	Caldisericota	Calditrichota	Campylobacterota	Candidatus	Chlamydiota	Chlorobiota	Chloroflexota	Chrysiogenota	Coprothermobacterota	Cossaviricota	Cressdnaviricota	Cyanobacteriota	Deferribacterota	Deinococcota	Dictyoglomota	Dividoviricota	Duplornaviricota	Elusimicrobiota	Euryarchaeota	Fibrobacterota	Fusobacteriota	Gemmatimonadota	Heterolobosea	Hofneiviricota	Ignavibacteriota	Kiritimatiellota	Kitrinoviricota	Lenarviricota	Lentisphaerota	Mycoplasmatota	Myxococcota	Nanoarchaeota	Negarnaviricota	Nitrososphaerota	Nitrospinota	Nitrospirota	Nucleocytoviricota	Peploviricota	Phixviricota	Pisuviricota	Planctomycetota	Preplasmiviricota	Pseudomonadota	Rhodothermota	Saleviricota	Spirochaetota	Streptophyta	Synergistota	Taleaviricota	Thermodesulfobacteriota	Thermomicrobiota	Thermoproteota	Thermotogota	Uroviricota	Verrucomicrobiota
SRR11413652	-1.3930778043927088	14.232359690421177	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	16.340636637951555	11.480826777812396	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	7.817362562583806	7.817362562583806	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	7.817362562583806	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	15.29260186083955	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088	-1.3930778043927088
SRR11413653	-1.5966330185881432	11.463857082755409	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	14.198498883895294	16.15442175938069	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	7.613807348388372	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	8.306904532698026	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	12.533689009142904	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	7.613807348388372	-1.5966330185881432	-1.5966330185881432	-1.5966330185881432	13.123096094874233	-1.5966330185881432
SRR11413654	-1.7832409325382468	13.124193261513753	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	14.601823825843987	15.69762456008809	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	7.427199434438268	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	9.21887557519377	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	10.135156307184591	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	8.120296618747922	-1.7832409325382468	-1.7832409325382468	-1.7832409325382468	9.373023874105495	12.16329876502503
SRR11413655	-1.206440193203468	12.657861481310736	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	14.804070358433481	16.933600306325935	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	9.39021953958011	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	-1.206440193203468	8.004000173773047	9.39021953958011
SRR11413656	-1.886685324418897	11.75447303687608	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	15.237907362849434	15.557158214351704	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	8.709974408364682	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	8.422300669003185	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	10.879005966185474	-1.886685324418897	-1.886685324418897	-1.886685324418897	-1.886685324418897	9.62625014050133	-1.886685324418897	8.933112959791389	-1.886685324418897	-1.886685324418897	-1.886685324418897	7.323755042557618	7.323755042557618
SRR11413657	-2.733847292116179	10.72498975047977	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	13.946147309804672	13.914288260390085	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	7.575138701305903	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	6.476593074860336	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	9.808701161457401	-2.733847292116179	6.476593074860336	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	6.476593074860336	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	-2.733847292116179	6.476593074860336	-2.733847292116179	9.734593464027935	-2.733847292116179	-2.733847292116179	6.476593074860336	-2.733847292116179	8.961408062946614	-2.733847292116179	9.52102027947685	-2.733847292116179	-2.733847292116179	-2.733847292116179	9.472230353401494	10.650881888215995
SRR11413678	-2.619833839754138	11.832254076382075	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	13.911033560676119	14.415352263216926	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	7.283703711532031	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	6.590606527222377	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	6.590606527222377	-2.619833839754138	9.726005095967828	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	6.590606527222377	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	-2.619833839754138	6.590606527222377	-2.619833839754138	10.701382035738273	-2.619833839754138	-2.619833839754138	6.590606527222377	-2.619833839754138	9.2985633999687	-2.619833839754138	7.689152153667944	-2.619833839754138	-2.619833839754138	-2.619833839754138	6.590606527222377	6.590606527222377
SRR11413679	-1.57197865348855	12.181657564586857	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	14.172150701769802	16.38888640344339	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	8.331558897797619	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	7.638461713487965	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	12.668800293474625	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	-1.57197865348855	7.638461713487965	-1.57197865348855	-1.57197865348855	-1.57197865348855	10.582805960798117	-1.57197865348855
SRR11413680	-0.9721977047488242	11.23387994076885	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	14.817394018126338	16.682334987273734	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	16.570451043508072	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242	-0.9721977047488242
SRR11413681	-1.8884755267513196	13.514227539198691	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	14.751385747358505	15.726561027795332	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	7.321964840225196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	7.321964840225196	-1.8884755267513196	8.01506202453485	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	10.818375436989783	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	7.321964840225196	-1.8884755267513196	-1.8884755267513196	-1.8884755267513196	7.321964840225196	11.752682834543657
SRR11413683	-2.0630919530450864	10.366128243791296	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	14.989527237325746	14.857005328228308	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	8.7567063311652	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	8.7567063311652	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	7.147348413931429	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	12.014783638617152	-2.0630919530450864	-2.0630919530450864	7.147348413931429	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	7.840445598241082	-2.0630919530450864	-2.0630919530450864	-2.0630919530450864	10.997398148298466	8.533567779738492
SRR11413684	-1.473029801075569	12.372040530003565	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	15.318010374145583	16.256302164222294	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	8.4305077502106	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	12.237121352341372	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	-1.473029801075569	11.138511285890546	9.683235005568173
SRR11413685	-0.9264292034449202	12.411047166478278	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	14.756257617591656	17.189762363298605	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	12.155114262770317	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202	-0.9264292034449202
SRR11413686	-1.5293671062489196	10.165888248813875	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	15.04678616618784	16.2509486615542	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	8.779618887173163	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	7.6810732607275956	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	11.808109263674279	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	7.6810732607275956	-1.5293671062489196	-1.5293671062489196	-1.5293671062489196	9.760427307328975	-1.5293671062489196
SRR11413687	-1.5705232647903706	11.250737722529086	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	15.581112713666872	15.625301497956393	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	7.6399171021861445	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	10.584261349496296	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	7.6399171021861445	-1.5705232647903706	-1.5705232647903706	-1.5705232647903706	12.865564318533277	8.333014286495798
SRR11413688	-1.2002078038595236	11.64772135941853	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	15.394743013366877	16.79475411826431	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	8.010232563116991	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	10.954576810427143	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	8.010232563116991	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236	-1.2002078038595236
SRR11413689	-1.6524926553731767	14.381133947772614	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	14.053113423597404	15.994481421838692	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	8.251044895912992	7.5579477116033384	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	7.5579477116033384	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	13.854957220698987	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	-1.6524926553731767	12.541455023242614
SRR11413690	-1.7793859282552447	9.733549536664984	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	14.540016661174256	15.733716049208134	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	8.529600065166838	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	10.83215515871087	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	12.184545496895897	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	9.040412355955041	-1.7793859282552447	-1.7793859282552447	-1.7793859282552447	10.927465035485856	8.124151623030924
SRR11413691	-1.7027143170680894	12.442100707462986	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	14.340657895452908	16.284564715508047	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	7.507726049908426	7.507726049908426	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	8.89394541571549	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	13.359828822038848	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	-1.7027143170680894	7.507726049908426	7.507726049908426
SRR11413692	-2.044269921291134	10.257117449487579	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	13.160032127368146	15.592025183577618	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	7.166170445685381	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	7.166170445685381	-2.044269921291134	7.166170445685381	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	13.47598891072973	-2.044269921291134	-2.044269921291134	-2.044269921291134	-2.044269921291134	7.166170445685381	-2.044269921291134	8.957846586440883	-2.044269921291134	-2.044269921291134	-2.044269921291134	7.166170445685381	13.116713263689409
SRR5930493	-1.525771592277346	12.488590644103889	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	15.09309940719952	14.26243027650193	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	10.680306053240328	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	14.18435597073062	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	-1.525771592277346	7.684668774699169	-1.525771592277346	-1.525771592277346	-1.525771592277346	14.101301225609841	-1.525771592277346
